46	100	21	85	0	60	24	42	68	44	100	49	76	25	58	0	-6.907	16.789	4
32	100	12	76	0	48	1	21	39	0	100	9	64	21	18	3	-1.482	26.185	6
16	90	9	61	50	35	23	0	5	35	0	81	48	97	100	100	-47.834	15.276	5
21	88	0	57	88	58	88	18	15	0	8	42	12	83	100	100	-34.414	19.793	5
0	100	54	98	91	85	71	52	62	17	74	0	100	32	42	37	21.241	-40.862	7
47	93	1	67	0	16	53	0	100	32	95	81	42	100	7	62	-17.646	-23.281	0
38	51	8	66	0	19	42	0	87	26	100	71	61	100	16	84	-22.262	-19.658	0
95	92	50	100	21	77	74	87	100	86	69	56	37	26	0	0	-9.0994	-6.1306	9
18	88	2	54	40	25	2	0	0	30	20	70	45	100	100	93	-50.543	10.969	5
39	100	23	82	0	52	1	21	48	0	100	16	70	42	6	55	-4.1454	28.122	6
22	100	1	66	0	33	50	32	100	36	82	63	77	30	71	0	-16.52	14.346	4
3	96	53	100	81	68	83	28	72	0	100	34	51	41	0	43	25.544	-43.924	7
0	65	38	79	62	100	72	86	77	65	79	43	83	21	100	0	17.07	5.6331	1
19	81	0	41	12	0	54	1	88	29	100	71	72	100	31	91	-24.484	-20.481	0
0	60	38	80	80	100	100	92	80	69	65	46	55	23	55	0	14.523	-1.7955	1
40	72	16	50	96	69	70	100	0	73	65	57	100	47	94	0	18.285	-37.306	9
100	100	63	78	28	53	0	27	4	0	60	1	78	22	24	21	11.588	32.794	6
33	58	19	90	78	100	91	62	51	28	0	2	37	1	100	0	31.13	4.0978	2
14	91	9	52	28	10	74	0	100	38	86	81	43	100	0	80	-24.514	-31.005	0
9	100	0	66	20	25	61	0	100	21	93	64	54	91	9	76	-22.959	-25.35	0
42	83	60	53	89	11	13	0	0	33	77	57	100	92	18	100	-41.703	-1.8822	8
38	94	90	100	94	79	59	57	68	33	100	12	54	0	0	1	-1.5987	-32.734	3
22	55	10	60	0	18	46	0	89	28	100	70	68	100	29	69	-23.684	-17.891	0
27	100	0	58	12	5	62	0	100	39	97	91	48	97	18	53	-21.497	-24.614	0
43	94	15	66	52	38	20	0	5	35	0	83	42	100	100	98	-43.834	12.463	5
0	87	37	100	19	70	5	42	88	49	100	58	84	28	88	0	-10.91	20.768	4
73	98	35	100	0	59	0	13	71	8	100	45	29	41	9	0	-4.2378	32.957	6
15	73	0	34	30	0	81	1	100	38	87	78	44	100	16	68	-26.035	-30.149	0
85	100	30	84	5	54	0	22	48	0	100	21	66	47	0	37	0.40265	31.643	6
0	88	24	68	76	33	43	0	29	32	84	66	100	100	8	89	-44.367	-3.802	8
50	97	72	68	100	100	42	86	93	72	89	48	70	7	0	0	-2.9841	-29.51	9
42	100	9	79	0	46	48	31	100	46	89	52	46	30	19	0	-13.457	7.1429	4
7	100	0	56	51	37	39	0	9	15	5	62	42	92	100	96	-46.067	18.133	5
100	77	92	100	49	76	18	48	0	15	38	0	75	23	29	27	15.87	44.245	6
44	66	67	100	80	62	47	25	5	0	0	3	50	4	100	7	39.234	20.614	2
37	100	48	57	74	97	27	97	80	68	100	26	49	0	0	22	-2.3873	-34.451	9
100	89	40	83	63	40	84	0	0	7	53	53	80	100	3	78	-36.905	3.7449	8
45	93	0	60	75	69	89	29	19	0	15	43	26	93	100	100	-34.043	18.83	5
13	68	15	30	42	0	86	19	100	56	84	90	33	100	0	73	-29.937	-31.861	0
49	83	8	57	0	17	51	0	93	28	100	70	61	100	8	86	-18.456	-21.031	0
22	93	0	95	50	97	100	100	67	81	43	56	28	28	30	0	5.3516	-4.892	7
52	91	72	100	87	70	57	43	100	45	90	15	43	0	0	12	-1.8592	-23.663	3
96	100	52	95	48	76	96	98	100	85	71	54	39	25	0	0	-9.847	-11.812	9
29	73	56	100	68	71	45	38	11	12	0	8	50	6	100	0	35.409	18.236	2
14	94	4	63	43	36	36	0	10	27	0	72	47	92	100	100	-46.463	15.876	5
53	87	32	47	98	64	69	100	58	69	100	61	71	3	0	0	2.8785	-31.573	9
68	100	24	83	0	41	13	0	60	3	99	30	100	71	55	89	-26.304	-7.3744	0
100	98	60	100	29	73	10	41	6	6	46	0	46	27	0	30	12.709	38.961	6
100	70	58	100	10	75	0	24	48	0	100	19	97	68	45	81	-21.102	7.6983	0
84	100	59	99	16	72	0	42	20	12	100	0	94	22	4	27	2.984	30.797	6
100	100	53	81	25	54	11	25	38	0	99	8	65	29	0	25	2.369	37.913	6
0	42	30	56	59	72	86	94	100	100	80	68	62	35	53	0	8.1636	4.9196	1
73	85	31	65	0	0	52	9	100	57	82	100	81	78	38	25	-21.695	-1.1751	0
86	100	48	79	13	52	0	22	45	0	100	16	76	40	6	35	0.29202	34.031	6
40	79	61	100	78	72	46	41	0	16	1	5	61	1	100	0	36.481	20.918	2
100	88	69	100	20	84	70	86	93	71	70	44	38	19	0	0	-5.4083	-4.8365	9
30	98	16	60	53	28	46	0	13	29	0	68	27	95	100	100	-40.096	16.338	5
2	78	46	99	100	100	77	76	94	38	94	0	41	3	0	28	10.249	-19.14	3
0	42	34	57	64	79	95	100	100	85	81	57	62	28	45	0	9.8858	3.1618	1
19	100	4	77	0	51	46	36	100	47	96	49	87	23	77	0	-15.732	18.106	4
3	66	16	100	27	69	14	32	0	0	33	5	67	10	100	11	23.88	27.374	2
47	100	40	82	18	49	0	19	53	20	92	34	94	35	100	0	-7.421	24.816	4
29	38	61	60	92	83	100	100	73	76	49	50	25	25	0	0	10.771	-9.502	1
0	63	41	77	79	94	100	100	85	74	75	48	71	22	82	0	16.479	1.2931	1
0	52	52	83	97	100	91	55	84	10	21	0	21	7	100	7	28.626	-4.8014	1
88	80	12	80	100	100	100	91	65	68	29	46	6	23	0	0	12.016	-12.404	1
13	80	53	71	100	100	23	99	0	71	81	74	74	40	47	0	10.473	-40.91	9
72	100	38	84	13	63	0	40	40	28	88	31	100	22	84	0	-4.0856	22.649	4
0	100	67	100	86	72	56	37	34	0	6	33	32	45	100	46	37.138	-15.739	7
37	84	69	100	96	87	55	61	88	38	100	9	51	0	0	3	-0.048247	-28.216	3
0	59	77	74	100	100	17	93	7	71	82	68	45	35	20	0	11.602	-38.803	9
2	85	31	100	76	74	62	37	47	0	100	8	68	30	0	41	23.533	-37.68	7
13	100	0	76	28	53	94	56	100	76	93	66	94	33	91	0	-21.198	14.38	4
21	75	40	100	85	94	67	63	100	43	95	11	47	0	0	13	4.6218	-28.128	3
48	100	15	83	0	39	23	1	71	0	100	34	86	77	44	98	-25.112	-7.8497	0
24	100	100	99	93	78	64	48	39	17	19	0	0	31	72	38	27.192	-20.776	7
45	85	93	100	100	98	48	88	7	62	48	48	48	18	0	0	7.5693	-21.092	5
54	93	0	88	54	46	70	0	5	9	54	52	100	96	7	100	-37.379	2.958	8
46	83	87	100	100	79	75	54	90	36	100	13	49	0	0	12	0.41027	-20.024	3
84	100	46	98	13	60	0	19	53	0	100	32	33	36	10	4	-0.76597	36.154	6
26	74	19	49	64	21	20	0	1	25	0	64	45	87	100	100	-45.667	14.665	5
39	62	78	88	79	100	57	64	38	30	0	0	34	4	100	0	38.286	7.2439	1
14	100	1	54	51	47	36	0	0	14	6	71	42	93	100	97	-45.897	15.481	5
0	65	43	76	93	96	100	100	71	75	48	50	26	25	5	0	13.891	-10.179	1
0	70	53	88	64	100	62	78	70	57	83	36	100	14	98	0	17.485	-0.14113	1
0	67	16	80	64	100	85	99	85	74	89	49	95	24	100	0	17.457	5.4963	1
30	100	16	84	0	51	28	26	80	33	100	65	79	34	68	0	-10.155	18.895	4
24	100	14	55	72	52	54	0	8	2	0	58	35	95	100	99	-38.513	16.502	5
0	78	18	96	59	95	100	100	86	82	66	56	52	29	47	0	8.2397	0.11011	7
0	91	46	100	85	80	91	40	88	0	99	22	100	52	50	49	21.22	-42.178	7
21	92	85	100	90	67	67	34	49	0	0	26	27	43	100	42	36.333	-15.678	7
31	95	5	61	0	23	32	0	77	18	100	51	82	85	37	100	-25.668	-16.388	0
19	73	54	91	100	100	99	78	86	52	78	26	43	8	0	0	11.807	-19.918	3
98	100	52	77	18	52	0	25	25	0	100	5	97	29	23	22	3.7815	29.458	6
79	74	21	67	15	92	71	100	100	75	73	45	36	18	0	0	-10.647	-5.3306	9
100	100	59	79	26	54	2	28	1	0	58	0	58	21	0	19	11.216	36.838	6
19	86	35	72	95	94	0	100	60	78	100	52	67	26	26	0	6.7056	-42.901	9
16	59	0	31	31	0	78	15	100	55	87	98	40	100	6	67	-28.472	-29.641	0
83	86	44	100	0	74	58	67	100	94	89	63	77	31	75	0	-11.465	4.1878	9
0	97	43	100	58	62	41	17	26	0	8	36	54	34	100	33	43.699	-9.6924	7
0	70	63	80	90	100	100	89	100	67	92	44	84	22	71	0	14.465	-2.8791	1
30	100	4	67	0	24	30	0	66	11	95	41	100	82	64	93	-28.605	-10.607	0
100	96	71	100	42	79	49	56	91	51	82	16	42	0	0	1	-1.4913	-2.6573	5
47	100	19	67	0	30	20	0	68	5	100	33	91	72	50	88	-26.06	-9.4909	0
100	100	64	98	26	85	36	63	76	58	75	24	42	1	0	0	-1.0585	-0.60228	5
67	100	36	82	0	60	5	37	66	38	100	50	73	25	56	0	-4.2363	17.46	4
53	100	23	77	0	57	74	66	100	79	70	85	44	42	16	0	-14.895	1.183	4
27	100	0	74	40	54	100	59	84	91	57	64	43	32	33	0	-18.659	7.5683	4
2	80	36	50	54	12	9	0	0	41	5	78	49	95	100	100	-47.936	12.476	5
48	95	94	100	100	73	75	47	41	25	0	5	41	1	94	0	40.008	7.0959	2
100	100	68	96	38	70	14	44	0	14	36	0	51	23	3	28	12.808	41.62	6
58	100	0	89	44	53	100	21	63	0	62	36	87	80	25	91	-34.332	4.5896	8
0	61	22	89	59	100	72	73	53	42	31	12	58	0	100	4	23.348	3.1012	2
0	75	29	79	71	91	100	100	82	74	68	48	57	21	58	0	12.735	-0.31718	1
0	48	28	64	61	82	92	100	100	84	86	56	73	28	64	0	11.301	7.5845	1
36	90	86	100	87	73	47	49	92	44	100	16	53	0	0	1	-2.443	-31.571	3
78	85	65	66	100	25	49	0	15	29	58	67	66	100	0	84	-43.284	-1.7414	8
69	100	31	73	39	55	89	62	100	84	63	57	31	28	0	0	-17.535	-2.2875	4
0	87	55	100	100	81	74	41	49	0	20	10	32	32	99	35	31.475	-15.896	7
100	100	92	85	75	71	58	57	58	42	33	28	8	14	0	0	20.29	-24.525	1
47	91	37	63	65	27	21	0	9	40	0	91	49	100	100	91	-43.598	11.266	5
0	96	45	100	100	99	79	83	60	63	45	42	36	21	33	0	17.174	-8.5133	7
12	73	29	62	66	32	29	0	5	29	0	71	38	96	100	100	-42.641	18.274	5
84	93	20	100	22	50	44	0	0	22	54	59	100	95	27	97	-34.476	-0.97652	8
39	80	21	60	35	19	12	0	0	31	16	72	51	98	100	100	-47.35	8.614	5
52	100	29	73	0	47	19	42	69	37	100	54	90	30	88	0	-8.26	20.579	4
78	100	40	94	16	58	5	21	53	0	100	27	36	30	0	0	-1.1275	36.417	6
0	89	47	100	89	87	74	61	45	37	15	14	43	0	100	1	27.523	4.5548	2
44	80	80	100	100	85	72	59	92	38	93	14	49	3	0	0	1.5698	-21.856	3
80	100	60	76	26	52	0	28	46	11	97	29	100	24	100	0	-1.2628	23.572	4
51	100	0	90	5	57	92	61	100	70	85	82	68	40	86	0	-15.787	8.9992	4
95	68	77	100	21	76	60	38	68	0	0	15	29	53	100	81	-26.174	32.891	8
91	100	66	88	31	58	15	26	50	0	100	17	67	45	0	47	0.86192	39.238	6
34	64	52	100	58	57	37	16	0	0	24	20	61	1	100	5	31.122	28.258	2
38	92	15	72	42	44	25	0	0	8	8	61	40	93	100	100	-42.676	10.189	5
27	92	22	53	58	28	18	0	0	32	13	85	50	98	100	100	-47.779	14.525	5
100	100	52	80	20	52	6	20	45	0	99	12	59	30	0	25	1.0512	38.203	6
0	96	40	100	60	66	58	27	41	0	20	35	54	42	100	46	43.755	-12.162	7
0	82	25	100	52	73	44	34	32	0	0	29	50	34	100	39	43.631	-9.6451	7
0	48	30	67	65	85	100	100	84	75	65	51	47	25	34	0	10.99	-1.2698	1
14	55	40	61	59	100	58	62	59	21	100	14	48	5	0	0	4.0968	-35.6	1
46	96	80	100	81	76	77	60	100	36	75	12	36	0	0	6	-1.7892	-18.042	3
0	67	38	66	62	30	38	0	8	30	45	63	100	90	58	100	-38.773	0.15737	8
92	73	32	63	0	86	51	100	100	82	96	51	64	23	21	0	-8.437	0.40905	9
34	76	0	41	7	0	62	0	100	33	95	74	49	100	0	83	-20.84	-25.218	0
52	80	84	100	100	75	58	53	91	48	89	10	44	0	0	16	0.83764	-19.916	3
33	93	8	58	0	20	35	0	78	21	100	55	94	93	48	100	-26.02	-15.246	0
0	93	45	100	74	75	57	37	35	0	25	24	53	41	100	37	38.977	-7.4873	7
100	75	95	100	24	81	38	44	69	8	0	0	45	33	96	64	-23.605	36.935	8
65	96	81	66	100	100	40	92	71	64	93	45	65	5	0	0	-4.9196	-31.037	9
77	100	53	90	0	43	13	0	86	34	100	84	73	51	10	9	-7.5507	32.911	0
0	0	38	13	71	34	94	61	100	90	63	100	44	76	73	53	-36.826	-30.447	9
49	54	100	78	65	100	0	82	12	60	90	64	95	33	86	0	13.68	-39.491	9
73	100	43	70	0	42	25	41	100	45	90	64	63	32	54	0	-9.3181	9.6422	4
100	100	71	95	30	64	1	27	32	0	82	19	54	51	0	48	4.1959	38.878	6
0	82	40	100	80	80	43	53	54	45	100	25	63	0	3	4	5.7944	-37.901	3
0	74	28	100	69	99	79	63	59	28	28	0	57	0	100	2	26.137	5.1503	2
100	100	68	78	37	55	13	29	11	0	51	2	41	20	0	20	12.293	41.372	6
22	98	0	75	4	18	55	0	100	36	84	89	34	100	21	46	-21.606	-22.303	0
100	100	14	90	74	55	79	97	37	62	0	39	36	0	39	44	16.332	-21.817	8
67	97	19	74	0	30	34	0	79	32	100	76	58	100	10	73	-19.606	-14.699	0
86	100	0	95	32	56	100	22	30	0	5	36	80	68	52	99	-33.253	11.532	8
76	82	34	77	0	84	55	100	100	85	77	52	38	25	3	0	-9.3797	-4.2817	9
34	79	66	100	83	72	52	51	100	49	91	13	43	0	0	14	-0.729	-26.774	3
0	68	73	45	100	8	20	0	37	38	92	72	85	100	7	81	-43.603	-4.4355	8
85	100	56	72	42	39	55	7	100	0	95	30	46	37	0	23	-1.5172	39.346	6
28	75	57	100	93	82	71	51	33	26	0	0	49	5	100	16	35.536	8.5644	2
62	45	95	75	69	100	4	86	0	59	74	57	100	32	94	0	16.921	-39.546	9
0	89	41	94	87	100	100	98	80	75	68	50	59	25	60	0	14.769	-0.9796	7
38	73	5	64	0	15	53	0	98	34	100	83	47	100	20	60	-19.529	-23.87	0
56	83	28	61	90	23	24	0	22	40	100	72	72	100	0	72	-43.313	-3.7235	8
76	85	0	100	16	63	81	31	69	0	6	25	34	64	100	95	-26.783	29.637	8
3	100	4	83	0	56	15	31	60	28	100	42	91	26	88	0	-11.941	25.814	4
70	100	46	70	12	38	0	25	52	29	100	41	96	38	90	0	-6.4185	21.953	4
100	100	50	98	16	67	0	30	26	0	80	8	81	34	29	24	7.3933	31.027	6
13	100	8	93	0	66	8	41	57	40	100	50	82	25	69	0	-11.2	23.183	4
10	97	2	47	24	1	74	0	100	43	82	90	33	100	0	65	-25.507	-29.632	0
28	55	63	78	100	100	75	71	56	42	35	13	0	0	25	0	18.255	-13.087	1
0	80	30	100	74	81	82	43	75	4	39	0	44	16	100	20	31.084	-8.0986	7
33	80	23	100	87	96	97	68	79	44	100	16	44	0	0	22	4.97	-25.276	3
45	100	1	67	0	24	69	24	100	48	73	98	80	53	90	0	-16.305	12.593	4
100	96	66	100	63	85	85	88	78	53	66	20	35	0	0	12	-3.987	-14.401	9
36	69	33	100	64	85	43	48	0	21	6	19	57	0	100	20	32.676	19.089	2
0	95	52	100	100	79	83	44	67	8	45	0	3	30	84	38	26.121	-12.409	7
92	100	61	85	31	57	10	29	21	0	100	7	69	27	0	13	4.2219	35.096	6
93	91	40	100	15	79	23	36	72	53	100	21	57	0	0	6	-2.8251	3.379	5
23	76	52	100	100	98	79	71	63	50	82	19	49	0	0	7	10.885	-21.908	3
28	71	43	100	76	79	49	47	11	21	0	0	50	1	100	4	34.87	15.603	2
100	100	54	90	17	66	0	35	16	5	66	0	66	29	22	47	10.706	34.583	6
74	100	30	76	0	50	55	49	100	72	77	56	52	28	35	0	-12.646	6.6768	4
39	81	72	100	100	77	71	51	95	43	95	16	50	0	0	1	2.4483	-22.972	3
41	53	60	100	100	89	70	42	33	0	72	16	54	62	0	72	23.206	-41.907	8
0	84	34	100	67	85	60	44	31	19	26	20	64	13	100	0	24.653	15.853	2
29	88	23	57	73	40	51	0	0	13	12	58	42	94	100	100	-40.673	16.695	5
11	84	52	100	100	96	83	66	72	50	87	16	45	0	0	11	11.041	-22.289	3
54	85	100	100	99	98	49	86	23	60	63	34	50	1	0	0	2.5059	-23.415	5
0	94	46	100	100	97	82	62	48	30	17	0	18	34	74	38	26.517	-11.853	7
47	100	19	81	0	58	19	39	61	38	100	42	82	23	62	0	-6.1232	18.889	4
13	78	45	100	97	87	69	58	76	47	100	15	49	0	0	19	8.6768	-27.633	3
0	73	28	92	73	100	100	81	85	55	58	32	36	8	79	0	21.088	-1.3164	2
100	97	66	100	30	88	24	55	54	59	61	27	38	0	0	1	0.49663	-0.38072	5
92	65	50	100	0	82	47	46	87	6	42	0	54	45	100	79	-22.576	34.294	8
9	32	60	62	80	100	6	93	36	56	100	27	57	0	0	25	2.6472	-37.719	8
42	100	34	73	0	42	2	42	62	36	100	59	92	35	87	0	-8.6981	21.441	4
0	78	40	100	97	78	69	39	44	0	100	7	35	37	22	73	24.62	-38.258	8
43	100	98	96	77	97	37	70	60	53	100	20	47	0	0	14	-6.332	-41.168	5
33	78	66	100	91	86	64	60	100	42	82	10	41	0	0	7	2.2094	-22.494	3
10	86	0	44	33	0	80	9	100	65	64	100	22	74	32	20	-33.357	-23.924	0
0	85	32	100	76	91	70	65	38	43	11	20	50	6	100	0	25.996	4.2441	2
0	84	40	100	76	71	65	33	32	0	5	28	42	44	100	46	40.46	-12.21	7
0	65	46	91	50	100	50	62	52	23	4	2	12	5	100	0	30.319	8.0409	1
36	63	0	67	53	84	100	100	83	74	66	47	53	21	51	0	8.8452	-1.542	1
10	100	24	93	0	61	0	37	69	35	100	57	80	34	70	0	-9.7595	25.111	4
0	88	41	100	73	80	64	40	49	0	40	13	49	42	100	46	38.314	-9.9021	7
0	89	41	100	89	93	100	62	84	31	64	0	27	17	54	34	25.116	-10.978	7
0	52	37	73	76	94	100	100	75	75	53	49	35	22	28	0	13.367	-6.5663	1
45	92	19	94	42	68	58	100	89	69	100	24	55	0	0	3	-13.592	-7.0612	9
100	100	66	100	25	69	0	35	14	0	77	0	72	34	10	51	9.1902	35.402	6
38	76	58	100	21	65	0	27	44	0	100	22	45	36	22	8	3.4588	27.506	6
24	66	100	89	30	66	88	32	34	0	0	34	61	72	77	100	-30.581	9.016	8
37	100	57	91	47	50	22	20	0	17	33	17	66	4	100	0	25.025	28.699	2
5	85	50	100	79	77	54	50	85	44	100	22	56	2	0	0	5.5933	-34.11	3
93	100	5	96	42	65	85	32	58	0	0	14	36	47	100	74	-24.647	28.57	8
0	89	28	100	64	85	43	61	9	44	23	21	62	11	100	0	23.276	15.284	2
43	99	8	68	73	74	62	25	0	0	7	49	20	96	100	100	-32.685	15.955	5
22	83	62	100	92	78	51	53	55	37	100	17	55	0	0	7	2.6079	-34.257	3
100	100	44	91	7	60	0	24	46	0	99	24	41	30	19	0	3.2523	33.714	6
0	83	37	100	81	90	65	61	100	45	97	15	54	0	14	7	10.653	-30.369	3
0	76	24	100	65	97	61	63	40	31	6	5	51	2	100	0	26.057	5.8621	2
0	95	35	100	59	78	61	52	46	27	22	5	56	0	100	1	24.241	10.659	2
100	100	57	78	25	53	12	26	30	0	88	7	65	28	0	21	4.6554	36.849	6
5	79	19	100	25	66	14	32	0	3	34	0	66	5	100	7	22.944	28.875	2
50	86	17	60	0	27	21	0	70	9	100	37	91	70	63	100	-26.066	-9.9041	0
86	79	47	100	18	62	65	27	66	0	0	3	46	39	100	71	-23.014	32.464	8
38	96	49	68	74	100	24	87	91	80	100	30	54	0	0	32	0.80029	-35.906	9
0	100	65	99	70	66	51	33	32	0	15	12	29	39	100	44	40.046	-7.7532	7
0	69	10	54	67	37	47	0	14	13	17	54	34	92	100	100	-42.786	19.546	5
73	100	49	62	0	38	56	43	100	57	88	78	65	39	49	0	-13.391	5.8089	4
40	84	61	100	87	83	53	60	96	47	100	23	55	5	0	0	-0.73359	-29.641	3
0	75	45	85	100	100	84	80	71	59	58	37	55	15	63	0	18.473	-4.2967	1
100	100	75	83	43	57	20	28	31	0	77	6	48	24	0	24	7.4808	41.893	6
100	99	56	100	31	65	87	73	98	90	94	48	61	13	0	0	-8.1231	-4.6601	9
19	88	62	100	100	81	83	48	47	23	0	6	18	0	72	1	33.986	1.2016	2
11	50	0	16	38	0	79	8	100	46	76	84	37	100	0	84	-28.626	-30.941	0
32	76	70	100	100	72	66	38	7	19	0	33	59	18	91	0	35.603	14.31	2
86	78	48	100	14	72	19	35	2	0	0	29	49	59	100	88	-29.105	35.952	8
